steps,reward,lenght
0,0,0
7,10.0,7
53,10.0,46
553,0.0,500
1053,0.0,500
1553,0.0,500
2053,0.0,500
2063,10.0,10
2063,0,0
2562,0.0,499
3062,0.0,500
3142,10.0,80
3642,0.0,500
4142,0.0,500
4642,0.0,500
4677,10.0,35
5177,0.0,500
5677,0.0,500
5687,10.0,10
5689,10.0,2
6189,0.0,500
6193,10.0,4
6228,10.0,35
6728,0.0,500
6750,10.0,22
7250,0.0,500
7750,0.0,500
8250,0.0,500
8615,10.0,365
9115,0.0,500
9615,0.0,500
10115,0.0,500
10282,10.0,167
10782,0.0,500
10971,10.0,189
11471,0.0,500
11473,10.0,2
11973,0.0,500
12473,0.0,500
12486,10.0,13
12487,10.0,1
12987,0.0,500
12988,10.0,1
13092,10.0,104
13503,10.0,411
14003,0.0,500
14170,10.0,167
14171,10.0,1
14340,10.0,169
14840,0.0,500
14841,10.0,1
15341,0.0,500
15542,10.0,201
15588,10.0,46
16088,0.0,500
16224,10.0,136
16240,10.0,16
16740,0.0,500
17240,0.0,500
17276,10.0,36
17776,0.0,500
18276,0.0,500
18458,10.0,182
18572,10.0,114
18576,10.0,4
18617,10.0,41
18918,10.0,301
19396,10.0,478
19896,0.0,500
19897,10.0,1
19924,10.0,27
19925,10.0,1
20425,0.0,500
20925,0.0,500
21044,10.0,119
21544,0.0,500
21559,10.0,15
21807,10.0,248
21934,10.0,127
22434,0.0,500
22934,0.0,500
23434,0.0,500
23934,0.0,500
24341,10.0,407
24342,10.0,1
24594,10.0,252
24595,10.0,1
24597,10.0,2
25051,10.0,454
25051,0,0
25052,10.0,1
25052,0,0
25551,0.0,499
26051,0.0,500
26052,10.0,1
26552,0.0,500
26863,10.0,311
27363,0.0,500
27364,10.0,1
27365,10.0,1
27865,0.0,500
27969,10.0,104
28469,0.0,500
28470,10.0,1
28531,10.0,61
29031,0.0,500
29531,0.0,500
30031,0.0,500
30055,10.0,24
30238,10.0,183
30738,0.0,500
31238,0.0,500
31239,10.0,1
31739,0.0,500
31752,10.0,13
32252,0.0,500
32752,0.0,500
33252,0.0,500
33346,10.0,94
33622,10.0,276
33623,10.0,1
34123,0.0,500
34138,10.0,15
34139,10.0,1
34363,10.0,224
34863,0.0,500
34902,10.0,39
35402,0.0,500
35458,10.0,56
35459,10.0,1
35959,0.0,500
36438,10.0,479
36525,10.0,87
36632,10.0,107
37132,0.0,500
37363,10.0,231
37383,10.0,20
37883,0.0,500
37935,10.0,52
38033,10.0,98
38049,10.0,16
38450,10.0,401
38888,10.0,438
38889,10.0,1
39389,0.0,500
39889,0.0,500
40389,0.0,500
40432,10.0,43
40590,10.0,158
40779,10.0,189
40989,10.0,210
41083,10.0,94
41128,10.0,45
41628,0.0,500
41679,10.0,51
41691,10.0,12
41824,10.0,133
42324,0.0,500
42824,0.0,500
43324,0.0,500
43331,10.0,7
43831,0.0,500
44331,0.0,500
