steps,rate_target_reached
1862,0.13
3619,0.09
4921,0.11
5963,0.09
7205,0.08
8838,0.09
10517,0.11
12200,0.15
13684,0.16
15413,0.16
17184,0.12
18875,0.12
20582,0.11
21981,0.14
23517,0.17
24424,0.17
25123,0.14
25782,0.15
26618,0.14
28104,0.11
29457,0.11
31471,0.16
37047,0.04
43147,0.11
48960,0.14
53876,0.18
57863,0.12
61585,0.13
65437,0.15
67874,0.25
70716,0.18
73660,0.15
76274,0.14
79117,0.17
81274,0.15
83507,0.13
86075,0.11
88885,0.16
91512,0.12
94526,0.15
97559,0.11
100372,0.14
103561,0.18
106546,0.2
109254,0.14
112011,0.15
114680,0.16
117936,0.21
121144,0.24
123490,0.19
126440,0.39
128757,0.28
131327,0.6
134143,0.63
136928,0.7
140058,0.73
143524,0.83
146302,0.86
149131,0.85
152436,0.77
154873,0.8
157443,0.87
160165,0.9
162879,0.93
166093,0.86
168591,0.83
171590,0.88
173951,0.89
176447,0.79
179233,0.92
181687,0.86
184228,0.92
186623,0.93
189050,0.94
191324,0.93
194131,0.93
196305,0.95
198756,0.85
201551,0.92
204148,0.98
206632,0.9
209084,0.92
211391,0.92
213624,0.97
215862,0.95
218314,0.95
220514,0.99
222779,0.94
224654,0.96
226764,0.95
229174,0.94
231584,0.97
233937,0.96
236150,0.98
238147,0.97
240722,0.93
243121,0.93
245116,0.97
246999,0.96
249205,0.99
251470,0.96
253574,0.95
255517,0.97
257787,0.94
260046,0.96
262276,0.97
264321,0.96
266401,0.99
268690,0.95
270651,1.0
272679,1.0
274919,0.97
277301,0.96
279204,1.0
281243,0.96
283120,0.99
285269,0.95
287265,0.93
289200,1.0
291112,1.0
293249,0.97
