steps,reward,lenght
0,0,0
30,8.915707922930997,30
530,-190.86080765117617,500
1030,-120.67474433029554,500
1530,-199.1630207937192,500
2030,-214.47705771421474,500
2530,-208.32017759262658,500
3030,-188.82509203818233,500
3530,-190.22439307245438,500
4030,-201.75374988643455,500
4530,-210.21263204317592,500
4531,10.0,1
4534,9.960978996178733,3
5034,-210.11094441172227,500
5534,-211.01398802981714,500
6034,-209.690982862637,500
6534,-210.6087011205027,500
6535,10.0,1
7035,-209.98093993775203,500
7535,-209.9173301001555,500
8035,-211.44195820250388,500
8535,-208.8302158485505,500
9035,-211.2105854336405,500
9535,-208.773476630637,500
10035,-206.65634160641733,500
10535,-209.5082554195047,500
11035,-211.84971269241314,500
11535,-211.89387270289757,500
11536,10.0,1
12036,-212.9710830991812,500
12536,-205.57478287482473,500
13036,-212.6635255893457,500
13536,-209.6270894742485,500
14036,-208.26354936363452,500
14536,-211.30727605494693,500
15036,-209.78359780346477,500
15536,-208.5082463202926,500
16036,-212.4718380196068,500
16536,-211.5541387951568,500
17036,-208.06976390344073,500
17536,-211.46818401873853,500
18036,-208.96871782200267,500
18536,-209.81735057884876,500
19036,-204.0983295579307,500
19536,-207.004893000024,500
20036,-214.18940631879488,500
20536,-207.48097505644935,500
21036,-212.44074125627148,500
21536,-204.5773505215271,500
22036,-208.1840402555391,500
22037,10.0,1
22537,-199.78516792096934,500
23037,-206.79646448182157,500
23537,-209.09860548892067,500
24037,-207.60854357143404,500
24537,-211.1450419668554,500
25037,-210.05481549607867,500
25537,-208.9229301047865,500
26037,-211.30685954927944,500
26537,-210.23836693400466,500
27037,-208.69257905732766,500
27537,-207.15833520952393,500
28037,-212.38442014196735,500
28537,-210.05627966971826,500
29037,-213.11334463491224,500
29537,-213.6973489286964,500
30037,-209.9362775059023,500
30537,-198.57877346327223,500
31037,-205.9897567900038,500
31537,-213.73298153790935,500
32037,-212.02545900212718,500
32537,-210.20514169885038,500
33037,-211.92879618242284,500
33537,-174.62177174769135,500
34037,-216.77196812729946,500
34537,-214.73744408970234,500
35037,-177.58104469382786,500
35537,-166.1898851462766,500
