steps,reward
0,0,0
0,0,0
625,9.706903366672844,13
625,0,0
625,0,0
1284,9.866629774271761,7
1950,9.892287489680829,6
2616,9.944866451846655,4
3278,9.851973279390943,8
3930,9.87214044105525,7
4569,9.71624284459809,13
