steps,reward
0,0,0
597,9.794578131464654,10
1284,9.867969976655925,7
1981,9.893640647766269,6
2615,9.943130981915973,4
3299,9.883926547119191,7
3970,9.955632917940699,3
4498,9.813216162356866,9
