steps,reward
0,0,0
682,9.836408208680872,8
1337,9.963772541969703,3
1991,9.8943840271939,6
2612,9.790863076975013,9
3547,10.0,1
4090,10.0,1
4748,9.858102333305048,7
5371,9.824021229371079,9
6012,9.76395692087487,11
6631,9.808237465217877,9
7291,9.958187663927449,3
7934,10.0,1
8600,9.792326056541357,11
9179,9.945469795199038,4
9794,9.944480528252914,3
10428,9.928754455747836,5
