steps,reward
0,0,0
757,9.861986540576417,7
1392,9.737035614001332,12
2046,9.922070511447492,5
2695,9.747556801731594,12
3296,9.789142169001693,10
3919,9.896260569065259,6
4581,9.790266641882031,10
5313,9.981923166002202,2
5925,9.857762724097636,7
