steps,reward
0,0,0
675,9.756543503619168,11
1315,9.963692231508736,3
2254,-40.12012787420174,100
2853,9.82051910489543,10
3577,9.685178813892337,14
4163,9.955334463951791,4
4811,9.84675633954848,8
5513,10.0,1
6191,10.0,1
