steps,reward,lenght
0,0,0
499,-114.54894259727601,499
999,-118.53428080921508,500
1499,-110.56599216307782,500
1999,-191.8079012241363,500
2499,-212.79456247094615,500
2999,-214.64874547955895,500
3499,-210.4261051573941,500
3999,-214.06972387964404,500
4499,-216.1185097096143,500
4999,-213.575342951407,500
5499,-215.1791242816319,500
5999,-211.26120434852822,500
6499,-198.3873370881726,500
6999,-286.1197073624989,500
7499,-197.31105048888196,500
7999,-214.8018013671878,500
8499,-212.198893836166,500
8999,-215.16529628766645,500
9000,10.0,1
9057,-11.810697431795985,57
9058,10.0,1
9558,-216.75585245957188,500
10058,-212.11413342973302,500
10558,-211.5032905036579,500
11058,-208.43681752007237,500
11558,-209.3156404169455,500
12058,-216.47099044824822,500
12558,-212.43263803654662,500
13058,-212.82425128496314,500
13558,-212.72321093475242,500
14058,-214.40614978823533,500
14558,-410.65984873821446,500
15058,-414.5274436196396,500
15558,-272.835666853319,500
16058,-405.9929559540503,500
16558,-232.2758283208976,500
17058,-404.57287712501693,500
17558,-362.0347079764071,500
18058,-208.9755135086967,500
18558,-213.62584223837416,500
19058,-349.93385023876385,500
19558,-416.001231065533,500
20058,-364.49380791672286,500
20558,-354.79370417887657,500
21058,-415.4178129219021,500
21389,-277.17706672683533,331
21889,-418.8292080130011,500
22389,-419.12082645350125,500
22889,-208.61681642427158,500
23389,-208.3872471749008,500
23889,-204.0283801435636,500
24389,-415.1628662006422,500
24889,-408.7992290558954,500
24976,-60.27206850400027,87
24987,7.854414671304845,11
25487,-196.16381366444978,500
25987,-404.2423152629345,500
26487,-224.84152558903605,500
26987,-356.9499379205703,500
27487,-211.1390877892838,500
27503,4.56519284103581,16
28003,-200.1396062993312,500
28503,-170.64464543953773,500
28568,-3.6339168968685485,65
29068,-209.05911261689252,500
29090,5.198136354245035,22
29590,-298.6337022938454,500
29718,-32.89658752411695,128
30218,-190.5337516587044,500
30718,-130.6457268532098,500
31218,-215.04675331181602,500
31718,-206.31456267391997,500
31802,-11.280576407999808,84
32302,-407.41237157882773,500
32802,-407.6847648185181,500
32803,10.0,1
33303,-132.53094677861722,500
33803,-192.87324821299214,500
34073,-26.98503515232502,270
34144,-6.955604304284938,71
34644,-53.052472664551225,500
35144,-65.23808491514639,500
35644,-94.00214142840976,500
36144,-109.25273248477924,500
36644,-69.84210826545342,500
37144,-38.454551450170605,500
37644,-105.74330700508057,500
38144,-80.95151610029082,500
38147,8.959203993782124,3
38647,-88.76596949407896,500
39147,-92.72860479121809,500
39647,-72.56161297336836,500
40147,-100.02124968290785,500
40647,-415.53095934386374,500
41147,-118.27954604035251,500
41594,-26.721435321915145,447
42094,-72.25536236388095,500
42594,-34.37072089501373,500
43094,-83.49411760777863,500
43214,-13.605021845598687,120
43714,-68.6488431013312,500
44214,-65.04162415091929,500
44714,-124.62458404163074,500
45214,-68.31112399871928,500
45714,-87.73960455517563,500
46214,-61.2277656920585,500
46215,10.0,1
46622,-255.68441464653353,407
47122,-105.88843915764029,500
47622,-90.56122853932222,500
48122,-88.67850507354672,500
48622,-61.745616934983886,500
48753,-23.657195413720466,131
49253,-58.91423221232667,500
49753,-132.56856734555072,500
50253,-43.87421339862245,500
50753,-60.93666335416666,500
51253,-115.22640183593809,500
51753,-91.52411283180156,500
52253,-84.89661372285589,500
52753,-96.6711731840722,500
53253,-79.64377679960378,500
53460,-43.08600518695954,207
53960,-77.10123870407332,500
54460,-62.402549895997794,500
54960,-99.01625435470372,500
55460,-42.16276302790306,500
55960,-60.214758646065796,500
55961,10.0,1
56461,-58.54297345885772,500
56472,5.695959166657662,11
56972,-59.8641657088861,500
57472,-68.05004344331752,500
57972,-50.42785089646094,500
58472,-23.609210528087605,500
58972,-41.362844731240195,500
59472,-57.438714694171644,500
59972,-77.14634883128097,500
60002,-1.3092376382491402,30
60502,-53.798505132551774,500
61002,-29.860454796686295,500
61502,-69.4235817158695,500
61503,10.0,1
62003,-43.602128827688354,500
62503,-38.60567397164897,500
63003,-75.58926445765657,500
63503,-176.7198439300288,500
64003,-28.06675185296063,500
64503,-70.54764284465335,500
64504,10.0,1
65004,-126.38793684426119,500
65181,-39.96532644329484,177
65254,-5.451912274422366,73
65754,-77.14528026989483,500
66254,-34.281238805757816,500
66754,-27.415664016033414,500
67254,-25.083358116220364,500
67645,-96.75656963736212,391
68145,-28.14994719179205,500
68645,-38.27730145166027,500
69145,-40.031661819813365,500
69645,-28.180951359475873,500
70145,-36.18830285238688,500
70645,-69.81651470301934,500
71145,-39.642871913987264,500
71645,-47.53505379359571,500
72145,-32.42162295771179,500
72146,10.0,1
72646,-39.22481352698244,500
73146,-27.83261892710167,500
73646,-34.952129044144726,500
73755,-8.831932408738322,109
74255,-183.44172991021114,500
74755,-21.20386927719274,500
75255,-28.60607752976482,500
75755,-31.714127587237375,500
76255,-38.54437832877233,500
76755,-32.09899860900763,500
77255,-35.14481726637567,500
77755,-23.87961441037573,500
78255,-41.026323291500375,500
78755,-30.051853700382104,500
78794,4.082257487539763,39
79294,-43.31037054843192,500
79794,-41.09280298543881,500
80212,-23.80032819099085,418
80351,-20.93168037996448,139
80851,-35.26706802091926,500
81351,-24.591289116468797,500
81851,-42.65478469727835,500
82351,-28.988819338741997,500
82851,-18.867020287527858,500
83351,-41.744848174941744,500
83851,-67.43938161499358,500
84351,-35.84796781524525,500
84851,-23.01223411576491,500
84855,8.542672648009752,4
85355,-98.45831246323367,500
85362,7.256169471574832,7
85862,-38.50479911417572,500
86362,-22.14386464794645,500
86862,-56.156711089899034,500
87362,-19.548340366239007,500
87862,-39.336316255142265,500
88362,-20.58359534623273,500
88436,-16.03107399759608,74
88936,-50.69093931184411,500
89091,-20.726938678367286,155
89591,-25.280284609647087,500
90091,-24.721612712936377,500
90591,-23.535813206723887,500
91091,-39.48564735523262,500
91591,-38.54563655910284,500
92091,-46.460099949855106,500
92591,-26.52564686962948,500
93091,-52.78741232167934,500
93591,-55.38124240333616,500
94091,-34.57098852330394,500
94591,-19.604419266156615,500
95091,-20.757074910607944,500
95591,-24.773399781689495,500
95734,-4.66439743514098,143
96234,-28.28784315589642,500
96734,-28.865084186516167,500
97234,-26.921060458883378,500
97734,-22.445802643286314,500
98234,-18.799525201939854,500
98734,-78.64613276733046,500
99234,-60.96175286234796,500
99734,-32.99807441325326,500
100234,-22.91198177375638,500
100734,-19.429333422348165,500
101234,-54.08075053743799,500
101734,-18.848129819148713,500
102234,-17.844082039308255,500
102734,-21.243700384128573,500
103234,-33.35536356939462,500
103734,-25.987958826201066,500
104234,-37.94617786011056,500
104734,-28.510389786568187,500
105234,-28.45937003061771,500
105734,-49.39083825977522,500
106234,-31.585954252158334,500
106734,-120.21022752465225,500
107234,-23.432282204148702,500
107734,-20.03086232455969,500
108234,-20.568756594420876,500
108734,-31.707678321487172,500
109234,-19.6498542798629,500
109734,-21.242656590704915,500
110234,-24.684533389438688,500
110734,-33.80003248263936,500
111234,-28.868829532967574,500
111734,-19.01926621186196,500
112234,-22.133835321972168,500
112734,-23.047123041168973,500
113234,-22.252853081335594,500
113734,-23.29932452596663,500
114234,-20.8113392488014,500
114734,-19.217049747382795,500
115234,-26.753526670982687,500
115734,-23.082176570859918,500
116234,-24.085379031067106,500
116734,-19.479702066913514,500
117234,-22.070259946994305,500
117734,-24.610716510667924,500
118234,-19.100104484118646,500
118734,-27.203906849584985,500
119234,-24.069618463244346,500
119734,-24.731269343679983,500
120234,-45.44219110693445,500
120235,10.0,1
120735,-37.08704080101142,500
121235,-42.61457403909792,500
121273,2.8387266639836586,38
121773,-23.287752741904264,500
122273,-30.907354351444454,500
122773,-60.88241290734007,500
123273,-21.586222137156504,500
123279,8.697956466918189,6
123779,-36.77638577511553,500
124279,-20.289990195095065,500
124779,-30.362570023724835,500
125279,-47.37802336598279,500
125779,-277.79493055020805,500
126279,-26.210703440435793,500
126779,-33.355691937516035,500
127279,-24.91937982536848,500
127779,-28.47452040721811,500
128279,-13.667581112101045,500
128779,-22.325349340017432,500
129279,-40.57562451525542,500
129779,-30.458602108816777,500
130279,-19.21056663179372,500
130779,-50.03915178809307,500
131279,-22.09415481385514,500
131779,-31.77293570628524,500
132279,-21.165670819373233,500
132779,-25.790839596978827,500
133279,-23.470104928625556,500
133779,-31.066733163521135,500
133814,2.18448660378771,35
133815,10.0,1
134315,-21.00004223035529,500
134815,-33.90955027032704,500
135315,-40.25223438996046,500
135815,-44.09198367212452,500
135846,3.4428574717991838,31
136346,-27.41541186179908,500
136846,-23.469119369468547,500
137346,-18.901066835679682,500
137846,-20.37018824843719,500
138346,-28.206837533041405,500
138846,-16.800666188288933,500
139346,-20.78026262393804,500
139361,7.682679652768748,15
139861,-23.05214108297007,500
140361,-20.86000552902449,500
140861,-21.60087817122072,500
141361,-35.57576644877691,500
141861,-24.923624550923673,500
142361,-20.94802380902883,500
142409,3.072272000873032,48
142909,-29.7252890303952,500
142926,6.53901720806535,17
143426,-22.333433185199084,500
143428,9.47911249979955,2
143928,-26.44788969665892,500
144428,-29.05392095630837,500
144928,-27.609786171068347,500
145428,-28.879732335628272,500
145928,-17.889771434097067,500
146428,-22.26659603502424,500
146928,-28.90760862695647,500
147428,-19.185880056856476,500
147928,-19.297983969386344,500
148428,-18.217231804313425,500
148928,-19.2600922934965,500
149428,-23.127182715807276,500
149928,-25.993573167558218,500
150428,-25.347595166822245,500
150928,-22.002842176357003,500
150929,10.0,1
151429,-35.4038409751283,500
151475,-0.9368689880532255,46
151476,10.0,1
151976,-24.75702234724415,500
151977,10.0,1
152477,-46.4530771765901,500
152977,-22.743525508641667,500
153477,-19.971422816348937,500
153977,-19.970869359184785,500
154477,-18.796221190081155,500
154977,-20.378712370289385,500
155477,-62.283466427447024,500
155977,-25.85229946718559,500
155978,10.0,1
