steps,reward
838089,10
838106,9.937234891
838363,-39.29703837
835591,9.607461959724365
838613,9.972562225390902
838726,9.901764159954343
835877,-3.029804636
838886,9.929345756142848
836031,10
836076,-2.510548214
839086,10
839276,10
839471,9.865976031514302
839598,9.985911017881351
839630,9.812871376115956
839649,9.979858130693708
837019,9.911571164961497
840121,9.924394306260291
840168,9.854823418
837264,9.498187790327878
840229,10
840236,9.855411107949198
837534,10
840623,-2.447393492
837767,9.996279955363097
840794,10
840819,9.944914519654144
840853,10
840955,9.864121088725982
841037,9.906796865531309
841084,9.348046569015436
838717,9.856157917445307
839017,9.816089709203135
841984,10
841990,9.956844064359235
839107,-2.688544402
842179,9.662069770868067
842170,-41.08370455
842272,9.967457768
842316,9.996167535027372
842358,9.856644969941335
842409,9.992180047
839645,10
842972,9.988759853
843005,9.771746368657297
840167,-2.842961618
843115,-2.791205202
843304,10
843405,9.992714878
840550,9.919261067024692
843631,10
840727,10
843682,9.980788273
843769,9.807670641203218
843809,9.876080867544898
843916,10
841339,9.931243387135957
844557,10
844557,-2.619632858
844544,9.918893200129652
844558,10
841700,9.969484356534096
844814,9.952834371556904
841941,9.805007924071186
841948,9.670430555094638
845137,9.922744582850807
845548,9.858332581318267
845607,-2.605604063
845640,9.969026612960278
845657,9.798802342
845771,9.707479699251513
845830,-2.826752898
845860,9.810431706708762
845876,9.975561811150431
843126,9.849926524339295
843124,9.956326759998012
846105,10
843399,9.896458331382435
843559,9.914983794373548
846969,9.862093190837921
847078,9.943203914
847131,9.26600982
844212,8.890192805
847186,10
847243,9.927245478405238
847377,10
847387,9.699323103
847482,9.737031044165288
847608,9.996640353138824
847673,9.957644926649762
844890,10
848154,9.883478520096167
845264,9.664208356694063
845417,9.887876099441543
848379,9.949687360284306
845585,9.962066942520163
848585,9.739307808291795
848670,9.742803065485333
848877,9.929240786567393
848884,9.960955023193382
848923,10
846148,-2.507252503
849185,9.909499978
849216,9.647234930456644
849440,9.967880176
849566,9.665873695157387
846639,9.719298524
849693,9.786056528819932
849744,-2.753579974
846813,9.903061006
849785,9.882735100856662
846849,10
849960,9.949737685479363
850162,9.966042952734943
850378,9.991330292664792
847512,-2.452071815
850816,9.752128507
851032,9.763771080769253
851155,9.787381073562825
851159,10
851216,9.742200708792314
851219,9.845063021466716
851267,10
848318,-2.763071132
848333,9.909313231667031
851361,9.770547243664012
851416,-1.778707372
848475,10
851546,9.925570751
848893,9.759069547418518
852171,9.826350206173492
852351,9.609632294698958
852427,9.883444031
852562,10
849600,9.761824796350995
852633,9.724685631863558
849738,9.801842606887451
852745,-2.518747582
852725,9.940826312454577
852732,9.897507266589992
852786,9.730995534310088
849876,9.973898198114819
850124,9.934858362748276
853114,9.985347500684858
853736,9.854259128305582
853741,9.837822371016747
853752,9.667358551468844
853761,9.981451836963295
853994,10
851016,9.767906104780229
851018,9.973991133619052
854206,9.935739739048975
854239,9.810082477
854249,10
851457,-2.036363477
854604,9.974682109506615
851743,9.795078471
854782,9.988347225600261
854858,9.949129295855093
854891,9.987554978733288
851932,9.905340949868437
854946,9.890410737
852528,9.883306706928506
855740,10
855812,9.827699867
855879,9.915054369613376
855995,9.938056320220333
853058,9.857046163220032
853102,9.821587944983238
856101,10
856182,-2.507408652
856230,-2.77698782
856236,9.983121120013696
856357,9.741569482391748
856375,10
853431,9.987729821
854141,9.687056842149502
854150,10
857159,9.893801861334389
857340,9.922510995428135
857365,10
857375,9.957983623633488
854410,9.897963362011636
857518,9.892854155004622
857546,9.605612922884777
857597,10
854611,9.970659674535922
857637,10
857841,9.973277869473531
857901,9.825696235
855584,9.638490604368593
858670,9.955682551804331
858673,9.951210000320826
855688,10
858795,9.905739095
858816,9.996421071141322
858841,9.753865459342796
858898,9.745587592
858971,10
859075,10
859105,-2.76621095
856389,9.848351357956322
856445,10
859467,9.775450294602035
859684,9.739746143
856828,10
856913,9.962973227891071
859942,9.901734468807753
860088,9.800104472
860256,10
860250,9.828345900784099
860446,9.966675386636844
860484,9.884523521318966
860603,10
860765,10
860795,10
858008,10
858094,9.903636723311529
861119,9.996484962819213
861147,9.776407849864615
861185,10
858238,10
858270,9.90173865
861529,9.722802954639764
861592,9.902303961276049
861952,9.704973870137692
859070,9.696221539986965
862169,9.970369256122282
862256,-2.982695014
862296,10
862333,9.778455310651651
859369,9.832050053856157
862451,-2.706983648
862784,9.968118004
862872,9.594432602789427
859902,-2.585128054
859942,10
863056,9.973691635437282
863123,10
863348,9.981935175471529
863489,9.779864530181376
860461,9.860716319
860727,9.733304995705579
863855,9.921144240322931
863911,10
864037,9.893413032
864082,9.943841070157657
864099,9.249366119858557
864253,9.777557316283099
861266,9.848279719715544
864578,10
861675,-2.689514625
864709,9.958163606639912
861710,9.749942809867354
864855,9.866790871847785
862143,9.752492803684264
865220,9.652235798
865301,9.942999134098644
865343,9.649563858001073
865443,10
865470,9.988638526807156
865608,9.907517604207104
862665,9.901088842911966
866061,9.793410126875143
866117,9.833942863
866188,9.806763302725281
863407,9.918425819236854
866467,9.888047720576033
863523,9.7885931
863687,9.983721923393965
866787,9.846877598496295
866793,9.895332941352438
866842,9.974689386
866993,9.864873587
867070,9.914592147923292
864155,9.911574398771576
867242,9.807409904
864655,9.989700797194981
867796,9.863042687065867
867899,9.885559569911813
867876,9.798736016122485
867894,-2.859219186
867950,9.974535296
864946,9.662415247
868217,9.783030520727442
868296,9.661032567044009
868303,9.917571127158583
865388,10
868634,9.838814141090765
868687,9.743541562157665
865897,9.984661026885666
865918,10
869269,9.989296109402595
869596,9.868125234161337
869607,9.97310486
869637,9.698361128430495
869701,9.900678508166832
869718,10
869757,9.814621100136359
866746,10
869805,9.826876997134656
866898,9.754198597976748
869992,9.966615842876037
870320,9.958153447980434
867456,-2.727239764
870585,10
867793,-2.296795775
870905,9.984423416336442
870938,9.836957820380842
870988,9.988746394539971
871114,9.755155529426958
871133,10
871167,10
871208,9.808710681407105
868279,10
868507,9.687311649720863
871950,9.945639759
868971,9.854206870479622
868987,9.867404625749312
872054,9.970129087249354
872114,9.635990842561394
872170,9.901724067989711
872465,-2.126017368
869485,9.988031952363437
872725,9.898015912664858
872775,9.911518104254105
872830,10
872981,-2.675181851
872998,9.879097614830515
873044,9.692863466105948
870068,9.833104164525604
870238,9.992602786901054
870272,9.778669245935282
873695,10
873808,9.850804680783765
870855,9.200116326175873
873920,9.807363697579754
874038,9.766550944540352
874270,9.856215495221969
874244,10
874320,-2.835249669
871303,-2.728276133
871367,9.969235979036435
874495,9.721839437254792
874632,9.99326801
874771,9.827247267238954
871798,9.661919333908212
875038,9.913862169807926
875198,9.834705745771542
875266,9.988271037119514
872370,9.953839577199691
875503,10
872736,9.890017301193756
875844,9.807716135798755
872816,9.818038312168005
875977,9.870108131
876019,9.64296261
876086,9.809527591908545
876106,10
876286,10
873352,-2.74735731
876452,9.453402037241691
876563,9.993198382526806
873824,9.810446119101764
877102,9.850402622134979
877137,9.883409908452814
877128,-2.966477819
877325,9.827534203107634
874287,10
877461,9.950973375
877523,9.792773252860806
874514,9.57367645
877621,9.968462426339089
877690,10
874846,10
877957,9.7777556
878054,10
878146,10
878398,9.714917898
878649,9.988634687731178
875598,9.932860907
878819,9.750832745094899
878838,9.920371468761514
878858,9.919799112488233
878917,-2.658992664
878928,9.988253791130653
878935,10
878979,9.613849906
875934,9.973901916156258
876142,9.864605000059408
876406,10
879623,9.984017631454844
879851,9.853082171
880230,10
880324,10
880401,9.617934254656813
880426,9.950946769180428
880487,9.897562107679631
880547,-3.309671472
880681,9.619955695
877613,10
877757,9.777721577569997
877813,9.786119537024453
881048,9.944558365415826
881169,9.993232385
878116,9.828980437871914
881631,-22.5358838
881670,9.979373707594068
881926,9.850970953243705
881948,9.966186452696556
881945,9.749403843270798
882059,10
882051,9.798104625
882226,9.656278661882475
882386,9.972099619520208
879334,10
879370,10
882500,9.942325944753346
879650,9.910775395000169
879723,9.775249935
883130,9.978524543314027
883382,9.837642184
883512,9.996692448412771
880510,9.925149082485163
883630,10
883645,-2.583902508
880643,10
880658,10
883908,10
883931,10
883931,9.905420880429308
881084,10
884218,-2.262297222
884272,9.588631324
884237,10
884295,9.819134603
884710,-2.859719527
884765,8.742627983258563
881933,10
882096,9.794395265710504
882133,9.771758025196531
885287,9.931402710932712
885363,9.794892619
885393,9.918802767751254
885513,9.680884008
882544,9.88564746
885837,9.958441443076245
885816,9.747885852974784
885880,9.833840780482852
885936,9.963525838143017
885945,9.878491238560498
886240,9.854617549
883365,9.974620647279853
886673,9.836627515499448
886714,9.843217877294203
883668,9.798423356626735
883699,-2.722803883
887068,9.787922991693364
887058,9.785734366067185
887078,9.956824750618686
887319,9.865296408766413
887338,9.673296658042396
884225,-2.725026861
887387,9.788247362825674
887669,9.987843962443682
884639,9.959139161342318
884773,9.916203708921106
888060,9.871906197565432
888246,-2.48763804
888366,10
888410,9.904295178600506
888428,9.800744743403344
885331,9.685548676040034
888536,9.923393078378082
885505,9.852051854673938
888623,10
888781,9.920628175328158
888810,9.870768984042499
885720,9.625672664296555
889181,9.609959298
886099,9.915532733784678
889682,10
889773,9.438124306663141
889803,9.938381803497364
886702,10
889829,10
889983,-2.990439786
890016,9.685477980040535
890025,9.794173608966304
890113,9.992623158796446
890114,9.955838158
887241,9.958862129229532
887579,-2.82817569
890924,9.837113742177207
890925,10
890982,10
891083,9.927442146592782
891140,9.694965652
888108,9.872008249080642
888209,9.988348247867918
891478,9.915462295982735
891628,9.911472513795795
891778,10
891995,9.858951557725048
892055,9.895911229413466
892182,9.935564620664204
892180,9.801514185
889163,10
892315,-2.917166806
889190,9.985943731911616
889213,10
892388,9.753365114915246
889427,9.832548549851928
892842,9.857552183279441
892866,9.835119446334748
892872,9.985982667
893004,9.752782969716737
893280,9.948926853
893311,9.911411597
893392,9.742373209278488
893526,10
893527,9.877351213268863
893621,9.895278078
890680,9.466239937
890955,9.837654111
891098,9.895510728
891243,10
894429,-2.769980491
894547,9.899408784340864
894559,9.790178727144017
894615,10
894642,9.837372652
894744,10
894762,9.772654037660349
894754,10
891824,10
894988,10
895317,9.978814344033099
892519,9.983247431804392
892545,9.899114035344356
895985,9.970170518256182
896058,9.980770741842234
892969,10
896142,9.526141460255323
896256,9.797735452659763
893244,9.443783153
896389,9.709382822823446
896401,9.902128741311872
896504,-2.771220555
896510,9.959323346
896654,9.992524241227349
896662,9.963298053454857
893659,9.801065988132084
894088,9.785085873092134
897246,9.996008044506368
894367,9.308093352721933
897557,9.825740389211868
897776,9.788769820458148
894738,9.967608554982055
897921,9.976811578050176
897981,9.919935703898284
897998,9.960089044900368
898133,-2.98634667
898190,9.885537493410826
898198,10
898513,10
895414,9.928666683739431
898619,9.951220698987978
895778,9.942731838182757
895792,9.829232672
899243,9.856570774053802
896123,10
899278,9.770737262915034
899610,10
899734,9.885568620221179
899767,9.933249931155478
899818,9.556667005384508
896707,9.957344262519726
899883,9.984063681
899904,9.983210714
899999,9.985341334546936
900083,-2.816117391
897200,10
900358,9.801732597035743
900705,9.856959555189858
900732,9.991949886341143
900857,9.790802669586633
897777,10
900934,-2.844559861
897863,9.991871242684443
898079,9.989004189523918
901237,9.984681704
901313,9.957464672595568
901376,9.939455541
901374,10
898389,9.996388413913504
901648,9.851830004745246
901919,9.926630978276911
902173,-2.111603139
899078,-2.496044233
902424,9.929970022345353
899310,9.904438879765353
902520,9.985667461965264
902624,9.813684748889399
902779,9.971618931654387
902867,9.816621198269829
899708,9.915638828473632
902975,9.717996935
899882,9.605515499377079
903056,9.955512586
900095,9.993105773448754
903393,9.844091639
903543,10
903545,9.984611025057394
903890,9.996389219020172
903977,9.947788665896866
904199,10
901141,9.958623507627323
904309,10
904332,9.766396380980492
904349,10
901224,10
901302,9.815929811941853
904775,9.881263880635075
904883,9.712794458435885
901737,9.696962407811089
904933,10
904941,9.907133579908757
905258,9.878021446286583
905264,9.992959658
905272,9.739145843634528
905334,9.750288481564608
905593,9.671551941709751
905773,9.902812115485693
902656,9.900876883594995
902666,9.835792003869756
902765,9.782412932
906241,9.811539420651542
903182,9.294540763283495
906377,-2.87670834
906396,9.952138746009696
906440,9.904196075413687
906465,9.851236635880399
906576,9.85636993
906714,9.775458661552975
906790,9.981721237202326
906925,9.901372226745135
907001,9.733980703
904288,9.638297554780506
904327,9.879871208626797
907654,9.944404009862334
904501,-22.60471457
907743,9.827970904320761
907739,10
908015,-2.728483123
908137,10
908162,9.960523366498325
908319,9.991754015809445
908327,9.913790849819586
908495,9.938712140243945
905398,9.778137571
908969,9.923359578
909071,9.614444511945702
909105,7.539680651359176
905949,9.938388056768128
905961,-2.743578859
905934,9.892756471580164
909176,10
909281,9.863741453584694
909462,9.766948627256738
909504,9.789564750651184
909664,-2.702983947
909764,9.922012822
906641,10
910234,9.951564247
910338,9.718381917174385
907188,9.960904220091239
907231,10
910431,9.981746473124774
910594,10
910634,10
907454,9.717902471449024
910815,9.562282304781016
907760,9.755730732911541
910973,10
911070,-2.135139618
911095,10
911250,10
911368,9.925011481859759
911652,10
911855,9.982094310918393
911896,10
908704,9.962813461
911965,9.991825576
908984,9.928286114095105
912216,9.909237570351909
909049,9.947520595213796
909427,9.914036927043673
912702,9.855654799
912748,-2.605718982
912753,-2.484990935
912813,9.862499930691252
912810,-3.386906359
912830,-39.5909362
913184,9.896141671908994
913248,10
910063,10
913273,10
910269,-2.981466388
913776,10
913859,9.996530763738887
910665,9.887584485
914058,9.996832727
914097,10
914111,9.982402311723728
911003,9.787479080441535
914676,9.902883301196763
914701,9.952858318806035
911505,9.962324630345478
914730,9.544700606176107
911661,9.918075204917601
914926,-3.03106048
914958,9.972108373557642
915312,10
915406,9.87398678
915528,9.875907208115281
912405,10
915724,9.891750803745483
912662,9.920995530250698
915880,9.828068639766343
915941,10
912879,10
916172,9.911734812245557
916165,9.983048638536621
916382,9.465316384
916488,9.991689353191797
916563,-2.827943869
916584,9.996529181564153
916599,10
916697,10
913638,10
917003,10
913807,9.741081059893633
917055,-39.85303833
917276,9.708737580135823
914113,9.921020029179374
917500,9.281566736257837
914386,9.961589765964233
917714,9.876909862
917946,10
917988,9.899636877814514
918006,9.963693888324599
918052,9.917866292470222
918241,9.711287038
915027,9.992048840089957
918371,0.9244625528026233
918425,9.976297791956764
915274,10
918598,10
918698,10
915603,9.840087803344009
915708,-2.593711764
919270,9.817327777259157
919387,9.880995529546594
919516,9.968146903621589
919665,9.908687199609032
919672,9.989089751714138
919778,9.759785470580955
916655,9.962558003699202
919896,10
916685,10
919944,9.852570152645706
920054,9.992307928680665
920071,9.951632804981273
916967,9.847395027498097
916977,9.917864722211212
920956,10
921014,9.880235237541475
921111,10
921126,9.863717998
921146,9.754115435471052
921139,10
918002,10
918021,9.959747435193702
918115,9.738700947013935
921428,9.921801569338458
921479,-2.442678209
918282,9.852042824841305
921519,9.324614084811932
921719,10
922174,9.855102261753245
922700,10
922703,9.930911498091652
919482,9.840158414930867
919566,-2.829139833
919564,9.939209512222126
922786,9.800506188284432
922899,9.751992096258263
919676,9.878855315668899
922961,9.823650480656884
923098,9.837435308940455
923273,10
923332,9.205421251376714
923632,9.973100516777572
923674,9.841248334362351
920447,9.940720666643609
920805,10
924045,-2.959911328
924275,10
921117,9.751891473856451
924365,9.826342915067773
924460,9.934993306742777
924440,9.985226222471839
924613,9.72691216
921402,9.982709678964106
924768,9.736056301997529
924962,9.996243458
925277,10
925305,10
922188,10
925569,9.976186663642718
925729,9.804394476554766
925771,-2.88821795
925875,9.748529057841926
922656,9.941493847208026
925911,10
922711,9.803504363176904
925954,-3.107240681
926336,9.904263372121575
926388,10
923182,9.956341513372555
923292,9.987268295908319
926669,9.883068098170746
926838,10
927106,10
923991,9.879436216847017
927384,9.841734243
927503,9.679117788
924461,10
927731,9.704356593460648
927772,9.996463189680279
927783,-2.685110383
927786,9.932320398897211
924650,9.793501507171435
924712,9.854744431807621
927954,9.868739245126152
928056,10
928124,9.900513496833941
928408,10
925269,-1.907074937
928913,9.988818851332207
929030,-2.839819251
929111,9.520422311891798
929229,9.811423667794594
926204,10
926319,9.911611169172435
929570,9.731773376
929583,9.931370452223197
929602,-38.43270419
926420,-42.80968883
929812,9.723258416186049
926705,9.967907638154625
929954,-2.514283135
929961,9.992393901716866
930199,9.925778499301698
930543,9.962170173958746
930589,10
930766,9.980199807
927527,10
927559,-2.893209982
927675,9.924385269448637
930972,10
931138,9.940079723606296
931153,10
928247,9.833374953919607
931536,9.941590385771109
931644,9.778042940705662
931657,10
931800,9.919642379201614
931889,9.950772698661838
928830,9.764889225116233
928961,10
928960,9.985870845913885
932229,9.957911083003335
932304,9.967985525186197
932456,9.955161789
932674,10
932724,9.791830471923387
932792,10
932834,9.789408699144683
929606,9.939041525208198
933156,9.701175193997813
930203,10
930270,9.898035667435565
933742,10
933745,9.880781966593043
933942,9.996850670998413
934041,9.881453109
934070,10
934077,10
934090,7.250479766821472
930970,9.826058107577637
931017,10
934512,9.576490652639144
934594,9.982725175931808
934882,10
931656,9.901004001567484
935294,9.878108464994424
935371,9.916591536241985
935456,9.738396978591313
932233,-2.485199845
935615,9.851502207661149
935764,9.938625458680253
935762,9.899905706551236
935790,9.710994660807481
935987,9.652555596930243
932844,9.794193890793775
932913,9.977925061819368
936234,9.828870440040458
936330,9.835066587
933313,10
933366,9.892502282662791
936806,9.737147828443254
936815,10
936985,-2.712347014
937154,9.743024961480886
937316,9.727642212385174
937411,9.807517954921336
937458,9.829319514387844
937498,9.866281065389952
937532,9.923827172
937567,9.876455271
937586,9.988415817
934337,9.933948882881094
934439,9.947466209
937871,9.925096639097479
934815,10
935016,9.650480324518663
938428,9.663687534
938500,-2.804451444
938617,9.896212149411598
938682,-2.731113023
938766,10
938806,9.862562473343253
938896,9.705924833413063
939034,9.773659741041632
939050,9.815845443732997
936176,9.996619937
939513,9.954499812183569
936291,10
936315,-2.578214378
936365,9.735726196049345
939804,9.738887212234447
939877,10
940007,10
940196,9.987388112517841
940220,9.963756552678753
940247,9.770264364
940503,9.914246158285689
940503,-2.868125442
940625,9.883402187885938
937351,9.699266574238527
937751,-2.638333252
941301,10
938079,9.956494971011361
941365,9.918843813
941391,9.796636697
941405,9.995994113073785
938120,10
941587,9.944739674204241
941815,9.936888651436902
941869,-2.605637474
941950,9.707737329427564
942015,9.90170343
939012,9.996086125831178
939054,10
939187,10
942555,9.917283158781151
942614,-2.903503771
942628,9.899522653742482
942636,9.954841569378933
942696,9.964898370717094
942704,9.988173169882351
939555,9.806557451460984
943112,9.993463974
940046,9.863346362992164
943396,9.202731515
943564,10
940499,9.819130272348351
940524,9.839665259845589
943901,9.757047224444625
944040,9.804391636172696
944153,9.861654451118083
944162,9.833916290953422
944290,9.749568325608877
944375,9.908540125696224
941268,9.989791000694677
944588,9.882335773139665
944812,-2.694672236
941601,8.419425061883324
941676,-2.13446909
944994,10
945051,9.706131907834838
945203,9.840256232553191
941979,9.760361338907698
945305,9.710023061999841
945387,9.949536004
945471,-2.898320764
945552,9.821565489619882
945636,10
946038,10
942754,10
942792,9.932331127226297
942850,9.952897265170815
946299,9.942794853435329
946365,-2.265769155
946732,9.799428266
946781,-2.778733811
943475,9.80640837
946806,10
946995,9.862406550337713
947019,-3.091114904
947129,10
947120,9.800452795110827
947411,9.803261
944124,10
944169,9.831484117599928
947697,9.925693277315741
947906,9.849550946
947923,9.891524110841589
947988,9.950882417444081
944803,9.976622553
944880,10
948273,9.989070898625299
948665,9.785729932095508
945381,-2.949249594
948785,10
948830,9.930866309107385
948813,10
948892,9.784994778
945767,9.951629693266831
949308,10
949355,9.909552555
949497,10
949543,9.799464843482008
949561,9.859363811240476
946348,-2.840007952
946441,9.653278178
946846,10
950175,9.869739433752788
950185,9.861091989382594
950306,10
950330,9.941569847066194
950386,9.906406031
947376,9.765762902817281
950726,10
950748,9.932192065263262
950729,9.813505347684444
950858,9.970848662407617
950944,9.842241683797699
947947,9.766042247184256
948350,-2.580481493
948334,9.962075479089322
951660,9.565623955912438
951771,9.877101553
951829,9.984381587551304
951888,9.922017962613676
951961,-2.575775921
952070,9.707866383221806
952066,10
952079,9.851976136
948811,9.989066061992517
952326,9.630040221287816
949265,-2.323015599
952578,-2.590262799
953000,9.686785560906795
949723,-2.126262909
953057,10
949770,9.983516982884662
953381,10
953428,9.723618008840745
953410,10
953441,9.842106657419043
953502,9.696939326920843
953595,9.850427001187361
953729,9.975397814200507
950407,10
950529,9.746911778263804
953881,9.993263162721728
954114,10
950950,9.983827159637693
954367,9.916473241969156
951171,9.892977327601661
954817,9.942338007858526
955021,9.982737936090375
955045,-4.636804465
955108,9.966700572305825
955114,9.788786242873398
951766,9.939674124
955317,9.915224251261973
955303,9.628315700092216
955337,9.957216393222561
955388,9.932786253
952409,9.724963604834713
952448,10
955939,9.975925192076229
952610,9.898557859887502
955968,9.782505811576025
956325,9.723471576785506
956596,9.979798094275422
953363,9.775909280286173
956726,9.979911011686442
956718,9.723199945158449
956801,10
953652,9.950619681598868
957029,9.903066259440614
957113,9.962569433238423
953775,10
957243,9.868040047808593
957273,-2.902912424
957395,9.952082437613736
957787,9.827343978514042
954497,9.898394984503096
958100,10
954756,9.996589026421955
958146,9.996857747973676
958165,9.966675631942705
958235,9.991636272641493
958242,10
958515,9.803940984510895
958648,9.743033516657514
955325,10
958857,10
955779,9.979772108980852
959191,9.987484342489184
955898,9.873064407586849
959269,9.696733185891148
956221,9.771302221153343
959718,9.675239714056543
959820,9.980268521
959837,9.608499547533368
959905,10
960167,9.859818756510746
960235,9.954710977592963
956991,9.924365156154199
960546,10
960609,9.991991083407113
957330,9.754999688017072
960734,9.908950616263905
960827,-2.539945669
957482,10
960937,9.790742070894122
960999,9.952456060571281
961208,-1.973734284
957860,9.752892087476075
961332,-40.40958085
961619,9.985255174
961658,9.744907331
962068,9.780962319930651
962105,-2.649875155
962270,-2.758296663
962430,9.844581435910603
959154,9.944075290800143
962564,9.709781172352336
959247,-2.775455268
959274,9.941381472076232
962660,9.984735553917815
959343,9.930518338477045
962735,10
962836,10
963114,9.908885001268004
963315,9.911377686903705
963512,10
963538,9.988938240623602
963873,9.781944699169134
963902,-2.874066627
963899,9.996523580795674
960541,9.522399473
963998,10
960756,-40.49082344
960782,10
964185,9.838618371535441
964350,9.984197707486919
964479,-2.629743899
964535,9.996471486
961291,9.784668351903296
964973,9.407959868258292
964982,10
965089,9.911316765569378
965386,-3.002528516
965535,9.415662022112503
962170,10
962335,9.743671915461633
965869,-2.849802694
962497,9.970119886668485
965877,9.926594857
966007,9.724968233062157
966045,10
966091,9.628877709859465
966460,10
963124,9.794428704
966698,9.869962572547337
966712,9.956626135737293
966879,10
966894,9.741803116859643
967001,9.789544046423007
963622,9.988169357823262
963914,9.848039729187374
967462,9.829641536419564
967481,9.745132409
964100,-2.592040865
967782,9.996338580644299
968016,9.766229760257925
968007,9.731036902021264
968084,9.981502598547248
968110,9.977551128
968123,10
968127,9.858346506802388
964918,9.970418517000748
968294,9.807258272
964909,9.721126447740946
965140,9.953012654668257
968743,10
965496,9.980665463937518
968994,9.840366445106342
969030,9.949268368255757
969191,9.782021235925203
969231,-2.381042863
969430,9.988076139098654
969466,9.841259669
966202,9.944437732677132
966356,9.983960742073847
969849,9.833770927560826
966506,-2.815970441
969979,9.815077698585917
970350,10
970357,9.814093413699815
970378,9.137683248906903
970421,10
970426,10
970514,-2.736699161
967280,9.781832707617703
970708,9.547994443519812
967520,9.822703810731337
971096,9.881684251703684
967744,9.869831154174745
967760,9.805078038191457
971190,9.73919952
971465,9.863054102163012
971746,9.965216273549382
971752,10
971823,9.981640152133298
971976,9.914766656409872
972034,-2.674111406
968731,10
972151,9.917095945054779
968852,9.893728008
972493,9.834236209786967
969075,9.975865046369218
972799,9.889109932
972809,9.893605673650423
972923,9.854443035319909
969613,9.965367216264138
973246,9.833536444967226
973281,10
973295,10
973553,9.979262075491468
970219,9.947289458289896
973674,9.941469924688745
970384,9.957252033194537
973816,9.97662187
973821,9.814527057277703
970651,9.850200970954905
974103,9.935981099121536
974124,10
970877,10
974451,-2.862249245
974523,-2.681228891
974519,9.769131514610073
974634,9.973815087562262
974803,9.700663079913877
975115,9.931049769304783
971842,10
971835,9.968907496708532
971882,9.837372226
975297,9.839929688281929
975310,9.882361247123026
972040,9.921647974624788
975596,9.898195583951896
975828,9.812506374336978
975831,9.831330709052876
975880,-2.432791341
975907,9.183515652017556
975914,9.772493382755236
976228,9.902504278719752
973299,-2.78245929
973298,10
976705,10
973423,9.746780042652398
976868,9.826167545873798
976958,9.746971169161494
977014,9.799944062586421
973647,9.588947629
977078,10
977122,10
977157,9.62775587
977445,-41.8552591
977472,10
977839,-2.450926822
978004,9.825618116206796
974674,9.919936116441598
978097,9.975504734568204
974689,9.841337279
974804,-3.46056043
978272,-2.898462084
974854,9.945442682
978399,-2.549589703
978576,-2.74120308
978669,-2.733101348
978814,9.244410318
978876,9.924278993
979126,9.934925947690934
975836,9.976259284101884
975907,9.968938647741709
979471,9.549861573891489
979475,9.887641523002292
979515,10
979643,10
979700,9.725131786790405
976346,9.777209380329078
976380,9.903321269819845
980317,10
980334,9.968846179
980325,9.736784057522518
980407,10
980490,10
980670,9.960400760242715
980709,9.979120487535722
980714,10
977386,9.734259998955919
977500,10
977545,10
981003,-3.068623598
981069,9.977541368031224
977694,10
981663,9.933683926513496
981968,10
981958,9.875690817463541
981989,9.631424376386118
982102,9.890461181786739
982194,9.702920533960977
982229,9.708049986040045
978878,9.413647967659918
978946,9.710172854903972
978944,9.788709504222327
979216,-2.324147143
982672,9.996646750510992
982735,9.921309460549093
982868,9.812186630213615
983338,10
983358,9.938735847098311
979946,9.964545727839731
983528,-2.098224598
980159,9.969168002242796
983605,9.888619445170827
983614,9.959397502889665
983702,9.780385195176029
980271,9.891517743235772
980418,9.895080064013689
983985,9.988200624694432
984044,9.960024127944322
984087,9.812776196676516
984175,9.844017198
984654,9.980616449462442
984649,9.980078692462895
984761,9.820463611865756
981405,10
984899,9.862193471748304
981536,9.789293502
981736,9.775740122112135
985218,10
981752,9.957254439711306
985316,9.831688905710596
985717,10
985835,8.224919439484566
985832,9.932170767164772
985951,9.838558251912273
986047,9.594293876548203
986170,9.911882782
986172,-2.125020556
986293,9.984246455
986477,9.804555994176553
983090,9.889690908915757
986563,10
983097,10
983140,-2.914066402
983182,9.985041303897823
986874,9.996321871176049
986947,9.938068162451879
987414,9.495709574534287
987613,9.86962964
987607,10
987604,10
987728,9.907688553934687
987759,9.996442663902776
984392,9.852912625
984403,10
984477,9.920303110685646
988035,9.902813784402603
988451,9.810422817493274
988541,9.987465084066116
988593,10
985268,9.992913551920864
985310,9.792281236910279
988910,9.953189106879657
989015,9.864479290258064
989119,9.748129485347167
989227,10
989274,9.899834521279677
989395,10
985945,9.893779072217196
986108,9.90656889
989587,9.895926453783398
986452,9.980654333123736
989967,9.856179441506852
989983,9.744798709686417
990032,9.937983121487175
986662,-2.61322021
990291,9.922542719
990339,10
990460,9.902327767392098
990510,10
987100,9.907150310706976
990677,10
990847,9.969356224997755
990862,9.979583260923825
990886,9.880261723486418
987742,9.669159445802206
991248,9.983233077230967
991366,9.863164432312763
987924,9.965758169102665
991443,-3.004533853
988097,-2.451301199
988233,9.890596451543928
991844,9.806468302943253
991850,9.954863054590556
991852,10
991962,9.909338876045718
992321,9.942459537
992450,9.781583361244497
992570,-2.113225083
989141,10
992663,9.854563944203532
992703,9.913840162
989399,9.860820362675474
992886,9.996420789443691
992969,-38.64622395
989522,9.879376163119517
989580,9.992277484926687
993057,10
993584,-3.005886839
993661,9.869499731143957
993884,9.855344969
993910,9.939812642
990452,10
993971,9.959923834350217
990498,9.996818428311014
994196,10
994293,9.802448170887912
994324,10
990905,-2.556194406
994494,9.848484712399191
