steps,reward
487660,-3.1506426864432022,100
489008,-3.1497284898331084,100
487355,-7.172822740914803,100
489311,-16.723595551136547,100
489575,-2.911415991940405,100
489731,10.0,1
490218,-2.310817097139107,100
491941,-2.7983714375209336,100
490462,-19.31640969329921,100
491114,-2.6359673636038243,100
492935,-3.031583812600943,100
493285,-3.3624054727493515,100
495181,10.0,1
495359,9.839437800921303,9
495406,-2.890660287601791,100
496582,-2.7684220244215947,100
496630,-3.0831947136983766,100
495055,9.99600411919872,1
497574,9.453148645926724,24
497962,-2.7142662566528446,100
497771,-3.2539817602650496,100
497909,-3.9262959827668675,100
500125,-2.513062856922115,100
498828,-2.8805510161551227,100
500654,9.985138561993562,2
501297,-3.2576707591872673,100
502918,-3.446523169477063,100
503248,-2.9919618582627954,100
503463,-2.590433180743484,100
503933,-3.046777649627954,100
504275,-2.7087803512119843,100
502814,-3.7498230846040808,100
505740,-3.11674483268977,100
506342,-3.209312456740876,100
504992,-2.885369895164056,100
505951,-3.1506561916699916,100
507883,-3.0464122075443316,100
507947,-2.67992045345232,100
506642,10.0,1
508886,9.076149216806574,48
510686,-2.989913516679867,100
510764,-2.5804450522979443,100
510805,-3.137348092484559,100
511711,9.996303569205637,1
512385,-2.705247023267365,100
510714,-3.135332425449666,100
513231,-3.0793058662215462,100
512200,9.094981893442402,36
514025,10.0,1
513351,-42.65880091781159,100
515161,-27.98464512843763,100
515273,9.95552651867328,3
515960,-2.603477722987321,100
514450,-3.0699910759227262,100
517687,-2.655137608542661,100
518093,-42.842981139916965,100
518829,9.644321973936089,18
519370,-2.8842913945699804,100
517771,-2.2966456046063746,100
520187,9.996553584571576,1
520217,-3.1944642106657857,100
519960,-3.0358102503274123,100
521793,-2.7551381823897803,100
520121,8.2933914429114,30
522632,9.960642442902419,3
523140,9.93401681542054,5
523146,-2.8781534600451755,100
522022,-2.7556828246890768,100
524152,9.523584436830461,20
525097,-2.812918871516631,100
525940,-2.9291263267326957,100
525327,-2.888719724823549,100
527220,-3.36845938021539,100
527241,9.542796366843481,19
527513,9.63667778317015,18
528592,-2.6033322653873645,100
527344,-2.8477496268512277,100
527565,-16.35845620336289,100
529986,7.861801853646892,77
530071,-2.7153339491910464,100
530585,-2.632499544978771,100
531555,-2.959276610293875,100
530133,10.0,1
532222,9.935379576402946,4
532539,-2.7931349538202843,100
534357,-2.6266344442504552,100
534464,-2.8938072153802787,100
532781,-2.874159331515747,100
534722,-2.6942127269915424,100
535195,-2.933781090844069,100
536411,-36.600540337002265,100
535058,-38.94943907648376,100
537013,10.0,1
535274,-3.206589654598994,100
538167,10.0,1
538708,9.464623179954305,27
538823,-3.256507965412567,100
537212,-2.354975751520577,100
539413,8.939689661816262,27
540351,9.966163337889588,3
539043,-3.110458239801664,100
541192,9.8355772811609,8
541352,-2.614060991449807,100
542455,-3.223140989066904,100
543311,-2.856567494025758,100
541673,9.84829574855772,7
541785,10.0,1
543703,-2.9131459437454468,100
544499,10.0,1
544766,10.0,1
545270,9.79324046604479,11
544399,-21.17730148521233,100
546450,9.93219105642482,5
546724,-2.8205770837872386,100
547127,9.928049254420419,5
545304,-2.8295135432031726,100
548011,-3.152875752512827,100
549092,-2.6110142723060763,100
547937,8.279078023054963,67
550058,-2.4536114642703244,100
550193,-3.6848539884491225,100
548384,9.929194403566573,4
551738,-3.146466338512951,100
551976,9.153832807325692,21
552022,-40.84229525905028,100
552486,9.388577454236945,26
551322,10.0,1
553263,-3.1906803270112793,100
551540,-3.351301160780328,100
553735,-3.14737064995045,100
554276,-2.556739282348697,100
553862,9.61369750246299,18
556066,-2.968694185094096,100
554548,-10.21845716311929,100
556784,9.972237925707224,2
556952,-2.180434591794966,100
558489,-2.449754449673091,100
558678,9.866753737561693,7
559041,9.991860342349542,1
557573,9.504309951028876,22
559954,10.0,1
558032,10.0,1
560046,10.0,1
560557,-2.917718088698173,100
560577,-4.320436170734278,100
559416,-3.0785321522318387,100
562539,10.0,1
560652,9.647274762555181,16
562917,-3.0016486658728287,100
563079,-3.217411536496215,100
564585,-17.863683508858397,100
564829,-2.7802536863535527,100
565429,9.610109628267349,10
565726,9.309699342309408,32
563766,-41.429917648614136,100
564700,-3.0361524824935984,100
566843,9.415054088589565,21
566973,9.972899632980331,2
567298,-34.84161176065309,100
565603,-2.9127189290153037,100
568903,9.71188076505804,13
568946,-3.083225899099723,100
566989,3.793468402225141,51
569780,-2.802916473303918,100
570650,-2.5908301045712196,100
570752,10.0,1
569589,8.194016269198997,39
572013,-2.090497179292496,100
570284,-3.2247013129603124,100
572303,-2.806577353262119,100
572825,9.803951273065659,9
573230,9.485703546820897,20
573432,9.8049235690027,9
571848,9.446914625356696,23
574676,9.911604927473245,5
572938,9.898191535937341,6
575535,-39.09171262500318,100
576195,10.0,1
576766,-3.544332670594071,100
575260,-2.268149102326264,100
577537,-6.929043073145026,100
577973,-3.2233315215602225,100
576303,10.0,1
578540,-2.695687588172337,100
578645,-2.7447024490131606,100
579172,9.818134224804984,9
579204,-2.8309066977598873,100
577689,9.83064359243213,8
580620,9.88728949434383,6
581379,-2.939761672359836,100
579542,-3.095086579212217,100
582236,-2.1394697723916014,100
582258,9.704030316810188,13
582933,9.837331360960755,8
581801,-2.821144286536225,100
583982,9.786038330799965,10
584088,9.506596434921608,21
584200,-3.0950464930349963,100
582774,9.87395029245199,7
584981,-3.215022852789837,100
583413,-3.652374163734847,100
585481,9.028586258164314,38
586875,9.393889060437779,28
587435,9.671091446903917,14
585796,-3.078585782566788,100
