steps,reward,lenght
0,0,0
9,9.848575953613308,9
13,9.942968295622743,4
163,-62.81084388713776,150
163,0,0
313,-46.53535325086886,150
313,0,0
463,-24.900525254082766,150
613,-52.14265003429591,150
763,-52.54533538480117,150
913,-55.76979253624725,150
1063,-27.44863545501326,150
1213,-56.687503018053384,150
1363,-64.43910850646186,150
1513,-41.06627117664656,150
1519,9.874879832265544,6
1669,-60.36246454231883,150
1819,-50.05012200056873,150
1969,-63.53934868728718,150
2119,-56.62491310395198,150
2269,-62.97350562544923,150
2419,-63.87670941267876,150
2569,-64.04900355302914,150
2574,9.919161099820698,5
2724,-60.892310296614404,150
2874,-58.301487961116955,150
3024,-55.5949724870887,150
3025,10.0,1
3175,-59.03210531137122,150
3325,-59.80088169817727,150
3475,-61.04770318823037,150
3476,10.0,1
3626,-63.15608508674201,150
3776,-62.328760605016065,150
3926,-61.06517853632003,150
4076,-64.40620726607014,150
4226,-59.692864796475796,150
4376,-58.81469605610295,150
4526,-62.40912363330054,150
4676,-59.228329512685534,150
4826,-61.11252037821397,150
4976,-62.56039309536797,150
5126,-60.625444573759154,150
5276,-60.96987308801726,150
5426,-61.29230666486262,150
5576,-59.215153170461036,150
5577,10.0,1
5727,-55.97545811891567,150
5846,-33.96601428243102,119
5908,-2.9410606818553298,62
6058,-42.14706663071685,150
6208,-60.43936049490221,150
6358,-58.47420010528569,150
6359,10.0,1
6509,-64.2296428984107,150
6659,-62.69542186580135,150
6809,-36.0058067492275,150
6959,-39.04517023758039,150
6971,9.788022319694662,12
7121,-56.21868973230026,150
7271,-63.004295753162545,150
7421,-37.04346257340142,150
7571,-62.49825770660128,150
7721,-63.131173195941756,150
7871,-39.59337970058001,150
8021,-35.031175628506965,150
8171,-62.76661222626107,150
8321,-49.590935294560985,150
8471,-64.11536230710787,150
8621,-56.71242597634148,150
8753,-6.275669982818901,132
8758,9.923275394440946,5
8908,-54.62553135776584,150
8911,9.972799111856354,3
9061,-47.63072813385923,150
9211,-23.48801019003242,150
9361,-39.75598073068259,150
9511,-49.84450626553208,150
9661,-30.850132446660286,150
9811,-57.324836386879774,150
9828,9.636012962888778,17
9978,-40.69709930445966,150
10128,-21.831454709886252,150
10278,-42.423643254309056,150
10428,-64.25575527476828,150
10578,-64.02199446739264,150
10728,-59.39661117303091,150
10791,-5.191644679356305,63
10941,-34.83614322386346,150
11091,-61.11453090284476,150
11093,9.97293992943841,2
11243,-59.90322332362278,150
11393,-62.27777938508252,150
11543,-57.469541408779826,150
11693,-64.21499696575498,150
11843,-39.36211929187207,150
11847,9.952650952805207,4
11997,-58.894872370193276,150
12147,-51.1203121412368,150
12297,-64.13174009796982,150
12447,-52.696548008304134,150
12597,-64.01139647025074,150
12747,-60.361374893709254,150
12897,-32.9998031310264,150
13047,-21.930366535179562,150
13197,-51.34732598406991,150
13347,-35.052023161360204,150
13348,10.0,1
13498,-33.25617184228157,150
13648,-40.058571778141264,150
13798,-54.53146954561574,150
13818,9.546251294413791,20
13968,-41.99925837876587,150
14118,-63.77157453514084,150
14268,-48.56789570544059,150
14418,-30.580916207128123,150
14568,-50.37094531037548,150
14598,9.3945867806573,30
14748,-45.81808048437065,150
14749,10.0,1
